,Unnamed: 0,actual,SVM Preds,LGB Preds,XGB Preds,CB Preds,MNB_BOW,MNB_TF-IDF
6576,36029,OR,OR,OR,CG,CG,OR,OR
6577,18358,CG,CG,CG,CG,CG,CG,CG
6578,29988,OR,OR,OR,OR,OR,OR,OR
6579,30689,CG,CG,CG,CG,CG,CG,CG
6580,14324,CG,OR,OR,OR,OR,CG,OR
6581,32039,OR,OR,OR,OR,OR,OR,OR
6582,134,CG,CG,CG,CG,CG,CG,CG
6583,28816,OR,CG,CG,OR,CG,CG,CG
6584,21412,OR,OR,OR,OR,OR,OR,OR
6585,12233,CG,CG,CG,CG,CG,CG,CG
6586,27131,CG,OR,OR,CG,OR,CG,OR
6587,4227,OR,OR,OR,OR,OR,CG,CG
6588,30592,OR,OR,OR,OR,OR,OR,OR
6589,11958,CG,CG,CG,CG,CG,CG,CG
6590,3406,CG,CG,CG,CG,CG,CG,CG
6591,5557,CG,CG,CG,CG,CG,CG,CG
6592,30898,OR,OR,OR,OR,OR,OR,OR
6593,34718,CG,CG,CG,CG,CG,CG,CG
6594,34261,CG,CG,CG,CG,CG,CG,CG
6595,3211,CG,CG,CG,CG,CG,CG,CG
6596,4057,CG,CG,CG,CG,CG,CG,CG
6597,22531,OR,OR,OR,OR,OR,OR,OR
6598,37622,CG,CG,CG,CG,CG,CG,CG
6599,16794,CG,CG,CG,CG,CG,CG,CG
6600,6888,OR,OR,OR,OR,OR,OR,OR
6601,6689,CG,CG,CG,CG,CG,CG,CG
6602,14854,CG,CG,CG,CG,CG,CG,CG
6603,36141,OR,OR,OR,OR,OR,OR,OR
6604,35389,OR,OR,OR,OR,OR,OR,OR
6605,3165,OR,OR,OR,OR,OR,OR,OR
6606,35005,OR,OR,OR,OR,OR,OR,OR
6607,32203,CG,CG,CG,CG,CG,CG,CG
6608,10436,CG,OR,OR,OR,OR,CG,CG
6609,30141,CG,CG,CG,CG,CG,CG,CG
6610,39041,OR,OR,OR,OR,OR,OR,OR
6611,25776,OR,OR,OR,OR,OR,OR,OR
6612,17048,OR,OR,OR,OR,OR,OR,OR
6613,12788,CG,CG,CG,CG,CG,CG,CG
6614,25357,OR,OR,OR,OR,OR,OR,OR
6615,35110,OR,OR,OR,OR,OR,OR,OR
6616,6663,CG,CG,CG,OR,OR,CG,CG
6617,3923,OR,OR,OR,OR,OR,OR,OR
6618,36780,OR,CG,CG,CG,CG,CG,CG
6619,6994,CG,CG,CG,CG,CG,CG,CG
6620,3905,OR,OR,OR,OR,OR,OR,OR
6621,5824,CG,CG,CG,CG,CG,CG,CG
6622,30921,OR,OR,OR,OR,OR,OR,OR
6623,35887,OR,OR,OR,OR,OR,OR,OR
6624,18818,OR,OR,OR,OR,OR,OR,OR
6625,20572,CG,OR,OR,OR,OR,CG,OR
6626,21345,CG,CG,CG,CG,CG,CG,CG
6627,11029,OR,OR,OR,OR,OR,OR,OR
6628,22303,OR,OR,OR,OR,OR,OR,OR
6629,22033,CG,CG,CG,OR,OR,CG,CG
6630,34360,CG,CG,CG,CG,CG,CG,CG
6631,24814,OR,OR,OR,OR,OR,OR,OR
6632,27158,CG,OR,OR,OR,OR,CG,OR
6633,24195,OR,CG,CG,OR,CG,OR,OR
6634,31789,CG,OR,OR,OR,OR,CG,OR
6635,10115,OR,OR,OR,OR,OR,OR,OR
6636,7094,OR,OR,OR,OR,OR,OR,OR
6637,32663,CG,CG,CG,CG,CG,CG,CG
6638,20361,OR,OR,OR,OR,OR,OR,OR
6639,26063,OR,OR,OR,OR,OR,OR,OR
6640,2848,CG,CG,CG,CG,CG,CG,CG
6641,15268,OR,OR,OR,OR,OR,OR,OR
6642,29554,OR,OR,OR,OR,OR,OR,OR
6643,34795,CG,CG,CG,CG,CG,CG,CG
6644,16605,CG,OR,OR,CG,CG,OR,OR
6645,23413,OR,OR,OR,OR,OR,OR,OR
6646,25410,OR,OR,OR,OR,OR,OR,OR
6647,24369,CG,CG,CG,CG,OR,CG,CG
6648,37783,OR,CG,CG,OR,CG,CG,CG
6649,11318,CG,CG,CG,CG,CG,CG,CG
6650,24232,OR,CG,CG,CG,CG,CG,CG
6651,36349,OR,OR,OR,OR,OR,OR,OR
6652,40409,OR,OR,OR,OR,OR,OR,OR
6653,24802,OR,OR,OR,CG,OR,CG,CG
6654,17984,OR,OR,OR,OR,OR,OR,OR
6655,34162,OR,OR,OR,OR,OR,OR,CG
6656,2955,CG,CG,CG,CG,CG,CG,CG
6657,22305,OR,OR,OR,OR,OR,OR,OR
6658,11107,OR,OR,OR,OR,OR,OR,OR
6659,24985,OR,OR,OR,OR,OR,OR,OR
6660,32051,OR,OR,OR,OR,OR,OR,OR
6661,29853,OR,OR,OR,OR,OR,OR,OR
6662,38962,OR,OR,OR,OR,OR,OR,OR
6663,1390,OR,OR,OR,OR,OR,OR,OR
6664,1039,CG,OR,OR,OR,OR,CG,CG
6665,24542,CG,CG,CG,CG,CG,CG,CG
6666,32100,CG,CG,CG,CG,CG,CG,CG
6667,32456,OR,OR,OR,OR,OR,OR,OR
6668,15176,OR,OR,OR,OR,OR,OR,OR
6669,35752,CG,CG,CG,CG,CG,CG,CG
6670,1896,OR,CG,CG,CG,CG,CG,OR
6671,30358,CG,CG,CG,CG,CG,CG,OR
6672,11270,OR,OR,OR,OR,OR,OR,OR
6673,23143,CG,CG,CG,CG,CG,CG,CG
6674,34009,CG,CG,CG,CG,CG,CG,CG
6675,26874,OR,OR,OR,OR,OR,OR,OR
6676,17428,OR,OR,OR,OR,OR,OR,OR
6677,37912,CG,CG,CG,CG,CG,CG,CG
6678,7609,OR,OR,OR,OR,OR,OR,OR
6679,1318,OR,OR,OR,CG,CG,CG,CG
6680,39266,OR,OR,OR,OR,OR,OR,OR
6681,20326,CG,CG,CG,OR,CG,CG,CG
6682,2676,CG,CG,CG,CG,CG,CG,CG
6683,3945,OR,OR,OR,OR,OR,OR,OR
6684,7581,OR,OR,OR,OR,OR,OR,OR
6685,8494,CG,CG,CG,CG,CG,OR,OR
6686,22749,OR,OR,OR,OR,OR,OR,OR
6687,25867,CG,OR,OR,CG,CG,CG,CG
6688,12831,OR,CG,CG,CG,CG,CG,CG
6689,40184,CG,CG,CG,CG,CG,CG,CG
6690,26730,OR,OR,OR,OR,OR,OR,OR
6691,3541,OR,OR,OR,OR,OR,OR,OR
6692,39166,CG,CG,CG,CG,CG,CG,CG
6693,23858,CG,CG,CG,CG,CG,CG,CG
6694,4469,OR,OR,OR,OR,OR,OR,OR
6695,39636,CG,CG,CG,CG,CG,CG,CG
6696,7142,CG,CG,CG,CG,CG,CG,CG
6697,32042,CG,CG,CG,CG,CG,CG,CG
6698,8362,CG,CG,CG,OR,CG,OR,OR
6699,26533,OR,OR,OR,OR,CG,OR,OR
6700,28540,OR,OR,OR,OR,CG,OR,OR
6701,27560,OR,OR,OR,OR,OR,OR,OR
6702,7845,OR,OR,OR,OR,OR,OR,OR
6703,30986,CG,CG,CG,CG,CG,CG,CG
6704,29149,OR,OR,OR,OR,OR,OR,OR
6705,30781,CG,OR,OR,OR,OR,CG,CG
6706,26969,OR,OR,OR,OR,OR,OR,OR
6707,14791,CG,OR,OR,OR,OR,CG,OR
6708,25211,OR,OR,OR,OR,OR,CG,CG
6709,3839,OR,OR,OR,OR,OR,OR,OR
6710,13825,CG,CG,CG,CG,CG,CG,CG
6711,2310,CG,CG,CG,CG,CG,CG,CG
6712,28249,OR,OR,OR,OR,OR,OR,OR
6713,33074,OR,CG,CG,CG,CG,OR,OR
6714,20945,OR,OR,OR,OR,OR,OR,OR
6715,39732,OR,OR,OR,OR,OR,OR,OR
6716,3673,OR,OR,OR,OR,OR,OR,OR
6717,2457,CG,CG,CG,CG,CG,CG,CG
6718,8489,CG,CG,CG,CG,CG,CG,CG
6719,23198,CG,CG,CG,OR,OR,CG,CG
6720,27904,CG,CG,CG,CG,CG,CG,CG
6721,39165,CG,CG,CG,CG,CG,CG,CG
6722,30287,CG,CG,CG,CG,CG,CG,CG
6723,29974,CG,CG,CG,CG,CG,CG,CG
6724,9057,CG,OR,OR,CG,CG,CG,CG
6725,7646,CG,CG,CG,CG,CG,CG,CG
6726,15319,OR,OR,OR,OR,OR,OR,OR
6727,12962,OR,OR,OR,OR,OR,OR,OR
6728,13252,OR,CG,CG,CG,CG,CG,CG
6729,29785,OR,OR,OR,OR,OR,CG,CG
6730,11734,OR,OR,OR,OR,OR,OR,OR
6731,26822,OR,OR,OR,OR,OR,OR,OR
6732,26747,OR,OR,OR,OR,OR,OR,OR
6733,35541,CG,CG,CG,CG,CG,CG,CG
6734,39141,CG,CG,CG,OR,OR,CG,CG
6735,10284,CG,CG,CG,CG,CG,CG,CG
6736,623,OR,OR,OR,CG,OR,OR,OR
6737,11856,CG,CG,CG,CG,CG,CG,CG
6738,15988,OR,CG,CG,CG,CG,CG,CG
6739,38251,CG,CG,CG,CG,CG,CG,CG
6740,14944,CG,CG,CG,CG,CG,CG,CG
6741,5732,CG,CG,CG,CG,CG,CG,CG
6742,18127,OR,OR,OR,OR,OR,OR,OR
6743,29403,OR,CG,CG,CG,OR,CG,CG
6744,23240,CG,CG,CG,CG,CG,CG,CG
6745,11778,CG,CG,CG,CG,CG,CG,CG
6746,35120,CG,CG,CG,CG,CG,CG,CG
6747,7324,CG,CG,CG,CG,CG,CG,CG
6748,6604,CG,OR,OR,OR,OR,CG,CG
6749,22506,CG,CG,CG,CG,CG,CG,CG
6750,29812,CG,OR,OR,CG,CG,CG,CG
6751,1296,CG,CG,CG,CG,CG,CG,CG
6752,22521,CG,CG,CG,CG,CG,CG,CG
6753,13390,OR,OR,OR,OR,OR,CG,OR
6754,27248,OR,OR,OR,OR,OR,OR,OR
6755,38231,CG,CG,CG,CG,CG,CG,CG
6756,16381,CG,CG,CG,CG,CG,CG,CG
6757,19155,OR,OR,OR,OR,OR,OR,OR
6758,19887,CG,OR,OR,OR,OR,OR,CG
6759,586,CG,OR,OR,OR,OR,CG,CG
6760,8970,CG,CG,CG,CG,CG,CG,CG
6761,10210,CG,CG,CG,CG,CG,CG,CG
6762,27556,CG,CG,CG,CG,CG,CG,CG
6763,4667,CG,CG,CG,CG,CG,CG,CG
6764,6835,CG,CG,CG,CG,CG,CG,CG
6765,24999,OR,OR,OR,OR,OR,OR,OR
6766,2578,CG,CG,CG,CG,CG,CG,CG
6767,36404,CG,CG,CG,CG,CG,CG,CG
6768,19334,CG,CG,CG,CG,CG,CG,CG
6769,15013,OR,OR,OR,OR,OR,OR,OR
6770,22594,OR,OR,OR,OR,OR,OR,OR
6771,11627,CG,CG,CG,CG,CG,CG,CG
6772,18241,CG,CG,CG,CG,CG,CG,CG
6773,4879,CG,OR,OR,OR,OR,CG,CG
6774,34685,CG,CG,CG,CG,CG,CG,CG
6775,35016,CG,CG,CG,CG,CG,CG,CG
6776,12301,CG,OR,OR,CG,CG,CG,CG
6777,6018,CG,CG,CG,CG,CG,CG,CG
6778,37021,CG,CG,CG,CG,CG,CG,CG
6779,8040,CG,OR,OR,OR,OR,CG,CG
6780,6253,OR,OR,OR,OR,OR,OR,OR
6781,27383,OR,OR,OR,OR,OR,OR,OR
6782,5740,OR,OR,OR,OR,OR,OR,OR
6783,3025,OR,OR,OR,OR,OR,OR,OR
6784,16248,CG,OR,OR,OR,CG,CG,OR
6785,4058,CG,CG,CG,CG,CG,CG,CG
6786,7705,OR,OR,OR,OR,OR,OR,OR
6787,36669,OR,OR,OR,OR,OR,OR,OR
6788,6536,CG,CG,CG,CG,CG,CG,CG
6789,2091,CG,CG,CG,CG,CG,CG,CG
6790,21941,OR,OR,OR,OR,OR,OR,OR
6791,20708,CG,OR,OR,CG,CG,CG,CG
6792,21250,CG,CG,CG,CG,CG,CG,CG
6793,35234,CG,CG,CG,CG,CG,CG,CG
6794,5336,CG,CG,CG,CG,OR,CG,OR
6795,31049,OR,CG,CG,OR,CG,OR,OR
6796,14736,OR,OR,OR,OR,OR,OR,OR
6797,25335,CG,CG,CG,CG,CG,CG,CG
6798,7743,OR,OR,OR,OR,OR,OR,OR
6799,37546,CG,CG,CG,CG,CG,CG,CG
6800,19973,CG,CG,CG,CG,CG,CG,CG
6801,26763,CG,CG,CG,CG,CG,CG,CG
6802,31525,OR,OR,OR,OR,OR,OR,OR
6803,38327,OR,CG,CG,CG,OR,CG,OR
6804,16917,CG,CG,CG,OR,CG,OR,CG
6805,22114,CG,CG,CG,CG,CG,CG,CG
6806,36949,CG,CG,CG,CG,CG,CG,CG
6807,22179,OR,OR,OR,OR,OR,OR,OR
6808,18535,OR,OR,OR,OR,OR,OR,OR
6809,20546,OR,OR,OR,OR,OR,OR,OR
6810,13600,OR,OR,OR,OR,OR,OR,OR
6811,10520,CG,CG,CG,CG,CG,CG,CG
6812,29846,OR,OR,OR,OR,OR,OR,OR
6813,21109,OR,OR,OR,OR,OR,CG,CG
6814,6824,OR,OR,OR,OR,OR,OR,OR
6815,13909,OR,OR,OR,OR,OR,OR,OR
6816,16201,OR,CG,CG,CG,CG,CG,CG
6817,34318,CG,CG,CG,CG,CG,CG,CG
6818,31574,CG,CG,CG,CG,CG,CG,CG
6819,28471,CG,CG,CG,CG,CG,OR,OR
6820,39096,OR,OR,OR,OR,OR,OR,OR
6821,2943,CG,CG,CG,CG,CG,CG,CG
6822,2548,CG,CG,CG,CG,CG,CG,CG
6823,4679,OR,OR,OR,OR,OR,OR,OR
6824,35721,CG,OR,OR,OR,OR,CG,CG
6825,38428,OR,OR,OR,OR,OR,OR,OR
6826,16115,CG,CG,CG,CG,CG,CG,CG
6827,19640,CG,CG,CG,CG,CG,CG,CG
6828,34476,OR,OR,OR,OR,OR,OR,OR
6829,38666,OR,OR,OR,OR,OR,OR,OR
6830,20053,CG,CG,CG,CG,CG,CG,CG
6831,16912,CG,OR,OR,CG,CG,OR,OR
6832,8442,CG,OR,OR,OR,OR,CG,CG
6833,14075,OR,OR,OR,OR,OR,OR,OR
6834,12065,OR,OR,OR,OR,OR,OR,OR
6835,27831,CG,CG,CG,CG,CG,CG,CG
6836,39472,CG,CG,CG,CG,CG,CG,CG
6837,28811,OR,CG,CG,OR,OR,CG,CG
6838,12959,OR,CG,CG,OR,OR,CG,OR
6839,5394,CG,CG,CG,CG,CG,CG,CG
6840,15785,CG,CG,CG,CG,CG,CG,OR
6841,28007,OR,OR,OR,OR,OR,OR,OR
6842,19412,CG,CG,CG,CG,CG,CG,CG
6843,39128,OR,CG,CG,OR,CG,CG,CG
6844,1564,CG,CG,CG,CG,CG,CG,CG
6845,36301,OR,OR,OR,OR,OR,OR,OR
6846,25239,CG,CG,CG,CG,CG,CG,CG
6847,22690,CG,CG,CG,CG,CG,CG,CG
6848,14709,OR,OR,OR,OR,OR,OR,OR
6849,10428,OR,OR,OR,OR,OR,OR,OR
6850,13738,OR,OR,OR,OR,OR,OR,OR
6851,3734,CG,CG,CG,CG,CG,CG,CG
6852,25627,OR,OR,OR,OR,OR,CG,OR
6853,8321,CG,OR,OR,CG,CG,CG,CG
6854,22251,OR,OR,OR,OR,OR,OR,OR
6855,32997,CG,CG,CG,OR,OR,CG,CG
6856,15334,OR,OR,OR,OR,OR,OR,OR
6857,21794,CG,CG,CG,CG,CG,CG,CG
6858,8687,CG,OR,OR,OR,OR,CG,OR
6859,38164,CG,CG,CG,CG,CG,CG,CG
6860,15922,OR,CG,CG,OR,OR,CG,OR
6861,29205,OR,OR,OR,OR,OR,OR,OR
6862,29539,OR,OR,OR,OR,OR,OR,OR
6863,5694,OR,OR,OR,OR,OR,OR,OR
6864,22265,CG,CG,CG,CG,OR,CG,CG
6865,12868,CG,CG,CG,CG,CG,CG,CG
6866,31729,CG,CG,CG,CG,CG,CG,CG
6867,16213,OR,OR,OR,OR,OR,OR,OR
6868,40141,OR,OR,OR,OR,OR,OR,OR
6869,31138,OR,OR,OR,OR,OR,OR,OR
6870,13670,CG,OR,OR,OR,OR,CG,OR
6871,2001,CG,CG,CG,CG,CG,CG,CG
6872,19969,CG,OR,OR,OR,OR,CG,OR
6873,26503,OR,OR,OR,OR,OR,OR,OR
6874,23444,CG,CG,CG,CG,CG,CG,CG
6875,22501,OR,OR,OR,OR,OR,OR,OR
6876,28787,OR,OR,OR,OR,OR,OR,OR
6877,30335,CG,CG,CG,CG,CG,CG,CG
6878,34063,CG,CG,CG,CG,CG,CG,CG
6879,4981,OR,OR,OR,OR,OR,OR,CG
6880,39809,OR,OR,OR,OR,OR,OR,OR
6881,14165,CG,CG,CG,CG,CG,CG,CG
6882,2900,OR,OR,OR,OR,OR,OR,OR
6883,32729,CG,CG,CG,CG,CG,CG,CG
6884,28006,OR,OR,OR,OR,OR,OR,OR
6885,7911,OR,OR,OR,OR,OR,OR,OR
6886,16846,CG,OR,OR,CG,CG,OR,CG
6887,29596,CG,CG,CG,CG,CG,CG,CG
6888,4430,CG,OR,OR,CG,CG,CG,CG
6889,8161,CG,CG,CG,CG,CG,CG,CG
6890,7594,CG,CG,CG,CG,CG,CG,CG
6891,1387,OR,CG,CG,OR,OR,OR,CG
6892,24126,OR,OR,OR,OR,OR,OR,OR
6893,30998,OR,CG,CG,OR,CG,OR,OR
6894,12971,OR,OR,OR,OR,OR,OR,OR
6895,12678,CG,CG,CG,CG,CG,CG,CG
6896,36226,CG,CG,CG,CG,CG,CG,CG
6897,344,CG,OR,OR,OR,CG,CG,CG
6898,14632,OR,OR,OR,OR,OR,OR,OR
6899,6778,CG,CG,CG,CG,CG,CG,CG
6900,2254,OR,OR,OR,OR,OR,OR,OR
6901,16067,OR,OR,OR,OR,OR,OR,OR
6902,26412,OR,OR,OR,OR,OR,OR,OR
6903,36910,OR,CG,CG,OR,CG,CG,CG
6904,18176,CG,CG,CG,CG,CG,CG,CG
6905,1815,CG,CG,CG,CG,CG,CG,CG
6906,139,CG,CG,CG,CG,CG,CG,CG
6907,904,CG,OR,OR,OR,CG,CG,CG
6908,21992,OR,OR,OR,OR,OR,OR,OR
6909,25895,OR,CG,CG,OR,OR,CG,CG
6910,7665,OR,OR,OR,OR,OR,OR,OR
6911,24421,OR,CG,CG,CG,CG,CG,CG
6912,30642,OR,OR,OR,OR,OR,OR,OR
6913,22939,OR,OR,OR,OR,OR,OR,OR
6914,27469,CG,CG,CG,CG,CG,CG,CG
6915,8560,CG,OR,OR,OR,OR,OR,OR
6916,30289,CG,OR,OR,CG,CG,OR,OR
6917,26130,CG,CG,CG,CG,CG,CG,CG
6918,31346,OR,OR,OR,OR,OR,OR,OR
6919,8993,CG,CG,CG,CG,CG,CG,CG
6920,20006,OR,OR,OR,OR,OR,OR,OR
6921,19165,CG,CG,CG,CG,CG,CG,OR
6922,16495,OR,OR,OR,OR,OR,OR,OR
6923,34373,OR,OR,OR,OR,OR,CG,CG
6924,22272,OR,OR,OR,OR,OR,OR,OR
6925,18750,OR,OR,OR,CG,OR,OR,OR
6926,30110,CG,OR,OR,OR,OR,CG,CG
6927,13685,OR,OR,OR,OR,OR,OR,OR
6928,18498,OR,OR,OR,OR,OR,OR,OR
6929,15572,CG,CG,CG,CG,CG,CG,CG
6930,38887,OR,OR,OR,OR,OR,CG,OR
6931,17678,OR,OR,OR,OR,OR,OR,OR
6932,31335,OR,OR,OR,OR,OR,OR,OR
6933,36005,OR,OR,OR,OR,OR,OR,OR
6934,34916,CG,CG,CG,CG,CG,CG,CG
6935,32554,CG,CG,CG,CG,CG,CG,CG
6936,40426,CG,CG,CG,CG,CG,CG,CG
6937,12609,CG,CG,CG,CG,CG,CG,CG
6938,23845,OR,OR,OR,OR,OR,CG,CG
6939,21203,CG,CG,CG,CG,CG,CG,CG
6940,5341,CG,CG,CG,CG,CG,CG,CG
6941,6580,CG,CG,CG,CG,CG,CG,CG
6942,31274,OR,OR,OR,OR,OR,OR,OR
6943,33720,OR,OR,OR,OR,OR,CG,OR
6944,13328,CG,CG,CG,CG,CG,CG,CG
6945,17255,CG,CG,CG,CG,CG,CG,CG
6946,14129,OR,CG,CG,OR,CG,OR,OR
6947,9035,CG,CG,CG,CG,CG,CG,CG
6948,6483,OR,OR,OR,OR,OR,OR,OR
6949,22404,OR,OR,OR,OR,OR,OR,OR
6950,5686,OR,OR,OR,OR,OR,OR,OR
6951,25654,CG,OR,OR,CG,CG,CG,CG
6952,22355,CG,CG,CG,CG,OR,CG,CG
6953,36109,OR,OR,OR,OR,OR,OR,OR
6954,1794,OR,OR,OR,OR,OR,OR,OR
6955,31029,OR,OR,OR,OR,OR,OR,OR
6956,28680,OR,OR,OR,CG,CG,CG,OR
6957,6311,OR,OR,OR,OR,OR,OR,OR
6958,8059,OR,OR,OR,OR,OR,OR,CG
6959,34545,CG,CG,CG,CG,CG,CG,CG
6960,39293,OR,OR,OR,CG,OR,OR,OR
6961,39334,OR,OR,OR,OR,OR,OR,OR
6962,22038,CG,CG,CG,CG,CG,CG,CG
6963,37591,OR,OR,OR,OR,OR,OR,OR
6964,35115,OR,OR,OR,OR,OR,OR,OR
6965,31790,OR,OR,OR,OR,OR,OR,OR
6966,32017,CG,CG,CG,CG,CG,CG,CG
6967,35114,OR,CG,CG,OR,OR,OR,OR
6968,20152,OR,OR,OR,OR,OR,OR,OR
6969,4620,OR,OR,OR,OR,OR,OR,OR
6970,4305,OR,OR,OR,OR,OR,OR,OR
6971,27190,OR,OR,OR,OR,OR,OR,OR
6972,25303,CG,CG,CG,CG,CG,CG,CG
6973,4579,CG,CG,CG,CG,CG,OR,OR
6974,12010,CG,CG,CG,CG,CG,CG,CG
6975,36979,OR,OR,OR,OR,OR,OR,OR
6976,24598,OR,OR,OR,OR,OR,OR,OR
6977,8564,CG,OR,OR,OR,CG,CG,CG
6978,34986,CG,CG,CG,CG,CG,CG,CG
6979,20649,CG,CG,CG,CG,CG,CG,CG
6980,34570,OR,OR,OR,OR,OR,OR,OR
6981,14654,CG,OR,OR,OR,CG,CG,OR
6982,38556,CG,CG,CG,CG,CG,CG,CG
6983,31307,OR,OR,OR,OR,OR,OR,OR
6984,35983,OR,OR,OR,OR,OR,OR,OR
6985,32401,OR,OR,OR,OR,OR,OR,OR
6986,13915,CG,CG,CG,CG,CG,CG,CG
6987,26008,CG,CG,CG,CG,CG,CG,CG
6988,25083,CG,OR,OR,OR,OR,CG,OR
6989,7989,OR,OR,OR,OR,OR,OR,OR
6990,27461,CG,CG,CG,CG,CG,CG,CG
6991,22438,OR,OR,OR,OR,OR,OR,OR
6992,33750,OR,OR,OR,OR,OR,OR,OR
6993,32022,CG,CG,CG,CG,CG,CG,CG
6994,18299,CG,CG,CG,CG,CG,CG,OR
6995,33900,OR,OR,OR,OR,OR,OR,OR
6996,26389,OR,CG,CG,OR,OR,OR,OR
6997,35864,OR,OR,OR,OR,OR,OR,OR
6998,30541,OR,CG,CG,CG,CG,CG,CG
6999,4159,CG,CG,CG,CG,CG,CG,CG
7000,36761,OR,CG,CG,CG,OR,CG,CG
7001,6169,CG,CG,CG,CG,CG,CG,CG
7002,119,CG,CG,CG,CG,CG,CG,CG
7003,1534,OR,OR,OR,OR,OR,OR,OR
7004,3452,CG,CG,CG,CG,CG,CG,CG
7005,19860,OR,CG,CG,CG,CG,OR,OR
7006,17306,OR,OR,OR,OR,OR,OR,OR
7007,14874,CG,CG,CG,CG,CG,CG,CG
7008,27123,OR,OR,OR,OR,OR,OR,OR
7009,30101,CG,CG,CG,CG,CG,CG,CG
7010,13373,CG,CG,CG,CG,CG,CG,CG
7011,25913,CG,CG,CG,CG,CG,CG,CG
7012,2041,OR,OR,OR,OR,OR,OR,OR
7013,17636,CG,CG,CG,CG,CG,CG,CG
7014,7945,OR,OR,OR,OR,OR,OR,OR
7015,35872,OR,OR,OR,OR,OR,OR,OR
7016,20033,CG,OR,OR,CG,CG,OR,OR
7017,25369,OR,OR,OR,OR,OR,OR,OR
7018,38679,CG,CG,CG,CG,CG,CG,CG
7019,10852,CG,OR,OR,CG,CG,CG,CG
7020,25402,OR,OR,OR,OR,OR,OR,OR
7021,2117,OR,CG,CG,OR,CG,OR,OR
7022,12284,CG,OR,OR,CG,CG,CG,OR
7023,14603,OR,OR,OR,OR,OR,OR,OR
7024,38627,OR,OR,OR,OR,OR,OR,OR
7025,2647,CG,OR,OR,OR,OR,CG,CG
7026,39677,OR,OR,OR,CG,OR,OR,OR
7027,25129,CG,OR,OR,OR,OR,CG,OR
7028,9632,OR,CG,CG,CG,CG,OR,OR
7029,16921,CG,CG,CG,CG,CG,CG,CG
7030,5764,CG,CG,CG,CG,CG,CG,CG
7031,27111,OR,OR,OR,OR,OR,OR,OR
7032,7264,CG,CG,CG,OR,CG,CG,CG
7033,28316,CG,CG,CG,CG,CG,CG,CG
7034,8231,CG,CG,CG,CG,CG,CG,CG
7035,39954,OR,OR,OR,OR,OR,OR,OR
7036,15020,CG,OR,OR,OR,CG,CG,CG
7037,13849,CG,CG,CG,CG,CG,CG,CG
7038,4613,OR,CG,CG,CG,CG,CG,OR
7039,31878,OR,OR,OR,OR,OR,OR,OR
7040,5705,OR,OR,OR,OR,OR,OR,OR
7041,20345,CG,CG,CG,CG,OR,CG,CG
7042,27804,OR,OR,OR,CG,OR,OR,OR
7043,9478,CG,OR,OR,OR,CG,CG,CG
7044,30018,CG,CG,CG,CG,CG,CG,CG
7045,28724,CG,OR,OR,OR,OR,CG,OR
7046,5189,CG,CG,CG,CG,CG,CG,CG
7047,38364,CG,CG,CG,CG,CG,CG,CG
7048,32961,OR,OR,OR,OR,OR,CG,OR
7049,12154,CG,OR,OR,OR,OR,CG,CG
7050,4783,CG,CG,CG,CG,CG,CG,CG
7051,32710,CG,CG,CG,CG,CG,CG,CG
7052,30227,CG,CG,CG,CG,CG,CG,OR
7053,15676,CG,CG,CG,CG,CG,OR,OR
7054,32654,CG,OR,OR,OR,OR,CG,OR
7055,32429,OR,OR,OR,OR,OR,OR,OR
7056,1516,OR,OR,OR,OR,OR,OR,OR
7057,1275,OR,CG,CG,CG,CG,CG,OR
7058,14592,OR,CG,CG,OR,OR,OR,OR
7059,11339,OR,OR,OR,OR,OR,OR,OR
7060,827,CG,CG,CG,CG,CG,CG,CG
7061,36781,OR,OR,OR,OR,OR,OR,OR
7062,5026,CG,CG,CG,CG,CG,CG,CG
7063,4985,OR,OR,OR,OR,OR,OR,OR
7064,2215,OR,OR,OR,OR,OR,OR,OR
7065,37737,CG,CG,CG,CG,CG,CG,CG
7066,21666,OR,OR,OR,OR,OR,OR,OR
7067,14304,OR,OR,OR,OR,OR,OR,OR
7068,2009,CG,OR,OR,OR,OR,OR,OR
7069,16773,OR,OR,OR,CG,OR,OR,OR
7070,39162,CG,CG,CG,CG,CG,CG,CG
7071,1812,OR,OR,OR,OR,OR,OR,OR
7072,34471,CG,CG,CG,CG,CG,CG,CG
7073,29499,OR,OR,OR,OR,OR,CG,OR
7074,33145,OR,OR,OR,OR,OR,OR,OR
7075,512,CG,CG,CG,CG,CG,CG,CG
7076,37860,OR,OR,OR,OR,CG,OR,OR
7077,18501,OR,OR,OR,OR,OR,OR,OR
7078,30389,CG,CG,CG,CG,CG,CG,CG
7079,37989,CG,CG,CG,CG,CG,CG,CG
7080,21521,CG,CG,CG,CG,CG,CG,CG
7081,29262,CG,OR,OR,CG,CG,CG,OR
7082,33319,OR,CG,CG,CG,CG,CG,OR
7083,34319,CG,CG,CG,CG,CG,CG,CG
7084,4660,CG,CG,CG,CG,CG,CG,CG
7085,14240,OR,OR,OR,OR,CG,OR,OR
7086,35990,CG,CG,CG,CG,CG,CG,CG
7087,26278,CG,CG,CG,CG,CG,OR,OR
7088,12560,CG,CG,CG,CG,CG,CG,CG
7089,17099,OR,OR,OR,OR,OR,OR,OR
7090,28484,CG,CG,CG,CG,OR,OR,OR
7091,640,OR,OR,OR,OR,OR,OR,OR
